TweetId,Label,cleaned_text
306284550433165313,Politics,our freedomampour rights will only gain their full meaning as we succeed together in overcoming the divisionsampinequalities of our past nm
306711000986554368,Politics,dr rajan on dbt the process of roll out of the pilots is important to learn from them
270504854936489984,Politics,telephone conversation with president of ukraine viktor yanukovych 
305715604843794433,Politics,scvaid thanks v much
295527458399219714,Sports,murray no ones ever won a slam the immediate one after winning their first one not easiest thing to do i got extremely close
294379990496202752,Politics,pm approach not about turning our backs on europe  is about making eu competitive open amp flexible amp securing ukus place within it wef
305912115804381185,Sports,st test  h singh to e cowan  runs  indvaus  bcci
300918261007126528,Politics,hm president of india assented to unlawful activities prevention amendt act  on 
304932041575784449,Politics,photo u an weuve reached the bangladesh border bcim 
303170821017464832,Sports,onehanded stunner by stahelkar to seal world cup no  for australia only  have been played  wwc
306229497206804480,Politics,were off to imphal bcim 
304587281489068032,Politics,rt statecso icymi our very own amb barton was on cspan yesterday where he discussed all of our major engagements  
286715991830978560,Politics,vpts dusty cargo handling processes are getting increasingly mechanized to eliminate air pollution 
305304176034983936,Sports,sachin was superb today feet moving well choice of strokes immaculate some of them delectably executed what did you guys think
301520821153828864,Politics,rt whitehouse obama ium also issuing a new goal for america letus cut in half the energy wasted by our homes amp businesses over 
304538324436144128,Politics,learn what led pres lincoln to sign the emancipation proclamation amp end slavery in america  conx haroldholzer
248893806408249345,Politics,candidate obamas slogan in  was uyes we canu his slogan now is uno i canutu its time for a new president
264505656202100736,Politics,ff romneyroadteam rickgorka sarahhaleytn dgjackson amhenneberg alcivar
306325985228361731,Politics,railway budget  companies of women rpf personnel set upanother  to be set up to strengthen security especially women passengers
292990239415336960,Politics,joe biden takes the oath of office for the vice presidency of the us the walk up oath his brief comments posu posu posu
278855960913649666,Politics,the president natural population growth has been recorded in the past five months for the first time in russias modern history
299516707700097024,Politics,pm on eu budget in nov the numbers were much too high they need to come down and if they dont there wont be a deal euco
288204098195570688,Politics,dmitry medvedev and his wife attended the christmas service at christ the saviour cathedral in moscow 
301303834238652416,Politics,prime minister the heads of all regions will bear personal responsibility for raising teachers salaries
294439941713297408,Politics,dmitry medvedev has attended a working breakfast with foreign investors in davos wef 
305712658693378050,Sports,the kings of stats in discussion  rajeshstats and zaltzcricket look at nelson in new light have a look 
295097803351400448,Politics,rt ddnewslive nation celebrates th republic day 
294491586572742656,Sports,hilarious watch djokernole make a court call to treat an ailing leconte at australianopen  atp
306345853000499200,Politics,mandeepbajwa  nitingokhale mdiirfankhan
305579828973821952,Sports,wicket clarke brings lyon on with immediate result capturing the centurion kohli at mid on out for   indvaus
304380097782235136,Politics,may i have this dance 
305898900726894592,Sports,st test over   runs i sharma  b kumar  ind  indvaus  bcci
304637533202038784,Sports,bluemosel its an mcc law so applies to all cricket  i guess individual leagues can at a local level but internationally not the case
305158133507055618,Sports,the warriors new uniforms tonight are fresh gt 
306011214759227392,Politics,like our ep xb panorama  clicks check making of video  clicks ep
302175102269784064,Politics,happening now president obama joins a firesidehangout live from the white house 
302751122408493056,Politics,president hollande speaks at indiafrance trade conference photo gallry  business standard 
266062679272198144,Politics,mitt romney delivering concession speech to supporters in boston potu
296644390636621824,Politics,indian author shortlisted for man booker prize  hindustan times 
293124214356078592,Sports,missed saturdays bigfinal dont worry we got you covered  bbl
304130216605937664,Politics,uclet us give practical recognition to the injustices of the past by building a future based on equality amp socialjusticeud madiba un
278858783818670080,Politics,the president we need to modernise our political system the government will seek to ensure political parties equal access to the media
306646774884470784,Sports,congrats to nicoalmagro for his th match win in acapulco the spaniards were on fire tuesday  atp
301215039719878656,Politics, february  nelsonmandela attends the robben island reunion conference
297589691706904576,Politics,rt ddnewslive watch live th mgnrega awards 
303173314715742210,Sports,rt mstarc outstanding world cup win southernstars girls nwwc cmonaussies
305705899299835904,Sports,a report on todays defeat away to manchester city  cfc
286377334381092864,Politics,arrived at visakhapatnam reviewed department of posts work in ap circle specifically wrt direct cash transferaadhar
296850471824547840,Politics,on jan  pm abe received request from issei nishikawa governor of fukui and others at the prime ministers officen
32686048047800320,Sports,andyinbrum cheers mate was just on way to bar
303631987988639744,Sports,vivienne 
304153441641570304,Sports,shortlists for the football league awards  will be announced at am this morning u  clubs have made the shortlists flawards
299183882585133056,Politics,medvedev the government recognises the need for disclosure of information open data is one way to improve communication between people
280532180655042560,Politics,video in english press conference by chief cabinet secretary fujimura december  amn
306473843726368768,Sports,bbcsport will be across all the uk bbcfootball action tonight as well as barca v madrid in elclasico 
306188136793395200,Sports,mozzie still believes australia can save the match in chennai you can watch his press conference here  indvaus
286038416469151744,Politics,create an atmosphere where you can move everybody towards the goal you have set for yourselfas well as the collective  which you work nm
304359380172828673,Sports,aldershot town announced the departure of manager dean holdsworth this evening rt officialshots club statement 
295517094706049024,Sports,djokovic does his lap of honour on rla pete ausopenfinal 
300546371319103488,Sports,gbfedcup outstanding fight from the british no  holds at love for one set all after  mins
298177041352757248,Sports,milosraonic clinches daviscup tie for canada against spain with a    victory over garcialopez atp tennis daviscup
303531513390182400,Sports, delpotrojuan has a surprise in store for his team watch this spycamera video on facebook  atp
306126217743048704,Sports,tonight we join whufcofficial in remembering one of the all time great footballers  bobby moore legend 
295518908943826946,Sports,djokovic the results are showing the kind of sensations i have when i play rod laver arenameant every word i saidlove this tournament
306471809375686657,Politics,obama the sequester uses a meatcleaver approach to gut critical investments in things like education amp national security jobsovercuts
305155235771457536,Sports,mccullum belatedly comes up with the first six of the game straight off swann new zealand need a few more of those nzveng
292126250582044672,Sports,poll on channel suggested kulasekera should bowl ten straight overs  said yes im estimating  have ever tried bowling ausvsl
24140978734,Sports,arsenal vs bolton bolton are unbeaten in  games for the first time in  years arsenal have not conceded at the emirates for nearly  hrs
296186267987738624,Politics,video in english press conference by chief cabinet secretary sugajanuary  pm
305991271686733824,Sports,st test over   run m henriques  n lyon  aus  indvaus  bcci
294379306140983296,Politics,pm right up on g agenda is tackling threat of extremism amp terrorism  working together and with countries worst affected by threat wef
306797416915546113,Sports,allenbcook one camera captured plenty
301244250429984768,Politics,one of pope benedicts lesserknown legacies a bold proposal for global financial reform 
305821023952056320,Sports,aus a side finch c burns voges ferguson rohrer paine hastings boyce hazlewood sandhu mcdermott butterworth th ausavengl
253932853237268480,Politics,i will create  million new jobs when barackobama couldnut itus time to get our country back on track 
306755639936442370,Politics,video elections in italy aircraft co emissions tougher approach to smoking start of the week in europarlen 
305081788752084994,Politics,more than  million records released  in september  the president announced thatfor the first time in hist 
300551487929593857,Sports,gbfedcup bulgaria breaks for the first time since last game of opening set gb still lead 
301465739968266242,Sports,tdhessi were finalising all our prizes now 
302415205630099457,Sports,read our guide to the daviscup and find out how you can get your tickets to watch gb live in april  gbdaviscup
306425302651899904,Politics,the caribbean nations of st kitts and nevis antigua and barbuda graduating from peacecorps 
304992136158408704,Sports,rt samsungfootball were running another great competition to fly with chelseafc to their game v steaua bucharest enter here  http 
300545340401135616,Sports,gbfedcup bulgaria holds for  still one break separates them watson serving to level the match
300944691468328960,Politics,finance ministry urges all tax payers to disclose their true income and pay due taxes for the current year
300152282891304960,Sports,gbfedcup hungary gets another break for 
305931970154729472,Sports,st test over   run d warner  e cowan  aus  indvaus  bcci
301901603877830656,Sports,rt mazdaaus and finally heres a video of the allnew mazda being tested for the ausgrandprix mazdacelebchallenge zoomzoom http 
298914201911566336,Sports,any contributions jptrophy for fans of orient southend coventry amp crewe lets have your onewordreview after tonights games jpt
305950407887310850,Politics,ratnadv true that 
22827095033913344,Sports,mijbender come on mate you cant beat factual pun based humour
301530264377634816,Politics,obama we may hold different views than the person beside us but as americans we all share the same proud title we are citizens sotu
306506516754726912,Sports,rt bbclsx the nd half is about to get underway as leicester lead blackburn  listen to the action now at  
268667343276756992,Politics,the president on the pension reform i think the proposed law should be approved but should not come into effect until january  
302375393808220160,Politics,iampb ministry conducts ucjamunia u tasveer badalte bharat kiud at kumbh mela details at 
305925910161408000,Sports,important wicket to johnhastings he traps vince lbw for  lions  needing  from  to win ausavengl
298332792385847296,Politics,at kandla port trust kpt was inaugurated by pandit nehru in  after we lost port of karachi in  
303899119162888192,Politics,to stop chinese hackers focus on defense not diplomacy adschina on staying safe in cyberspace 
304615059001331712,Sports,hashimamlafan the mcc made this decision
303953673799729152,Politics,i know that my students and i will carry these scars for the rest of our lives urachel s  theydeserveavote
305376387215278080,Politics,aalav thank you for understanding
303799519789862912,Sports,tomorrow and thursday the champions league and fa cup trophies will be in our kingston store cfc 
51302786293448704,Sports, again needing one to win of three balls donald and klusener other how to run and sa are bundled out in the semis
306089223918850048,Sports, off all nutrition at the official maximuscle shop for  days plus free delivery  february only 
299120394588286978,Sports,remembering those who died in amp after the munich air disaster  years ago today crew club staff journalists passengers amp these playersu
302806767916695552,Sports,results u winter cup finals sf gb  cze mikheeva won amp georgie axon lost amp axonkatie swan lost doubles amp play romania tomo
249902960988016640,Politics,if barackobama cannot lead his own party how can he lead america 
301902918670483456,Sports,bensweeneyf cute idea though 
292562506919075840,Politics, january  nelsonmandela and joe matthews fly to mbeya in tanzania then tanganyika
300944931323793409,Politics,rt pmoindia president pranab mukherjee and prime minister dr manmohan singh at the conference of governors at rashtrapati bhavan http 
277755508444782593,Politics,today sapresident zuma visited madiba in a pretoria hospital 
304145286324957185,Sports,england has defeated new zealand by eight wickets in the nd odi the series is now tied at  cricket
305932149159243776,Politics,brownbrumby same law of land should apply to all but not second  a
265934989449904128,Politics,itus time to turn the page on the last four years get your friends and family and go vote 
306144335664119808,Politics,rt usosce when internet freedom is challenged a range of human rights and fundamental freedoms are often at stake  
302459304944996352,Sports,i would give up everything now to go back amp play the game of basketball  michael jordan gt  via wrightthompson
292593585738641408,Politics,weekly address now is the time to take action against gun violence 
294097343320580098,Politics,medvedev russias possible development scenarios which were created by experts and presented at the davos forum are not wholly realistic
24763402412,Sports,ff
261166473832169472,Politics,together we will restore the promise of america 
305678065151930368,Sports,hazard is fouled by zabaleta and mata takes the resulting freekick which is cleared  mins played cfc
305280511910236161,Sports,goal  fulham tankovic taps home the rebound after an effort from outside the box cannons back off the bar cfcu
306001257728991232,Sports,adityamea yep very handy
24469897205,Sports,how do you feel the premierleague big guns will do tonight and tomorrow night in the championsleague
305714318073270272,Sports,benitez the nd half we were pushing but man city had some dangerous counter attacks amp if you make mistakes they can make you pay cfc
306677256581963776,Sports,join us for sportsday live  for all the breaking sports news get involved here  bbcsportsday
306320579873624064,Politics,your electoral rights and citizenship  learn more during epconstit conference starts at am cet 
305769073030078464,Politics,rt fabooks looking to read up on africa check out these new titles 
262346129100906496,Politics,we need iowa to help get america back on track i am honored to have the dmregisterus endorsement
32685963452878848,Sports,ah yes strauss would probs run him out after the debacle at last sydney odi ucandyinbrum followtheashes prior the runnerud ausveng
282382234311348224,Politics,rt pragmaticd as much as i believe in the cause for the protest not a fan of arson stonepelting and violence as a means of protest
304130556134817793,Politics,keynote address of eam at delhi dialogue v 
306758507548520449,Politics,how to tackleillegal wildlife trafficking epenvironment workshop on wildlife crime live starts at pm cet 
293358953075720193,Politics,from the national mall to the inaugural balls weve got live signals covered the entire lineup of todays events 
306260253312442369,Sports,india will require  runs to defeat australia in the first test cricket
295829422999732224,Politics,dmitry medvedevs interview with german newspaper handelsblatt  
304489491362631680,Politics,how much progress has there been for lgbt rights humanrights protection includes lgbt people  stateio statedrl
292239062243364864,Politics,at the aicc chintan shivir jaipur raising issues related to urban india amp the importance of internet along with ajaymaken
304249804890988547,Sports,victor oladipo cordially invites you to his block party gt 
300075111678091264,Sports,rt chelscanlan boom ausgrandprix f ausgp cantwaitforausgp 
265841259346804736,Politics,vladimir putin has chaired a meeting of the council for the development of physical culture and sport 
291288976252338176,Sports,watch renegadesbbl v heatbbl match highlights  bigfinals bbl
306772753187487746,Sports,cut nafees to miss sri lanka tests 
304937372699738113,Sports,adamoneillio congratulations no excuses now p
306811134286110720,Politics,photo crossed some beautiful landscapes while driving through villages of myanmar en route ka lay 
301000407067537408,Sports,gb are seeded th in wg ii playoffs in fedcup and play arg can kaz or pol the draw takes place on weds where we also find out homeaway
303110571887312896,Sports,savpak are playing in a great test today but fans in the uk can see them in the ct at edgbaston on june  
300558109129179136,Sports,rt laurarobson we did it heather and i won our singles so we are through to the playoff in april very very happy  
297269164400324608,Politics,if youre on facebook please follow me by clicking on 
302531522022481920,Politics,everything you need to know about president obamas plan to ensure hard work leads to a decent living 
296662325543460866,Politics,photo pm has arrived in algiers where he was met by pm sellal pminafrica algeria 
306078772929642496,Politics,rt imohq rt oceanuslive antipiracy centre open for business in seychelles alistair burt does the honours imohq saveourseafarer
300251616941047809,Sports,video whats your favourite laurarobson reveals all to fedcup teammate annekeothavong gbfedcup 
282740540884279297,Politics,launch of baksan hydroelectric power plant 
304926280502091776,Politics,justice usha mehra commission submitted its report to the govt today
303802481211744256,Politics,video the number of meps will shrink from  to  after ep elections who winsloses 
296209216820097024,Politics,miraflores locks on the pacific side of the panama canal 
303417576862646272,Sports,like father like son tagenarine chanderpaul marks his guard much like shivnarine does 
301901513234710529,Sports,winningformula nice
306472492443267072,Sports,our bbcfootball live text is now underway here  bringing you all the news goals amp interviews as they happen
266003435139260416,Politics,rep connie mack expected to speak shortly  ns ch 
304552634684170240,Politics,the uddhav thackeray interview when balasaheb backed sushma as pm candidate as we will modi name was not in the picture
304637328654209024,Sports,stowfordpress we look forward to all cricket in england amp wales of course  we just want to get the cricket season started
301409147486867456,Politics,word from the white house is that president obama amp team have finished writing the state of the union speech it will run about an hour
305920603439906816,Politics,vinayachar yes that it did but wasnt brilliant
276935807544197120,Politics,west wing week  or i have to pinch myself  welcome to the west wing week yourguide to everything that 
301738302103511040,Politics,it turns out irregular war is actually quite regular maxboot on the history of insurgency 
305540890569617408,Sports,out lyon you ripper bowls tendulkar through the gate big spin takes the edge onto stumps great pressure out for   indvaus
304595361593454592,Sports,hyperdix time well spent d
286265197876895745,Politics,education is a very important weapon to prepare children for their future roles as leaders of the community nelsonmandela
304516223268425728,Politics,mother language day do you know this song sing along in your language just click 
301359666821230593,Politics,rt kimberlymabbott excellent interview with sarahatcivic on protection of civilians in conflict with gideon rose at foreignaffairs h 
306625483846594561,Sports,rt ranjona time to confront child sex abuse my column for midday midday sachinkalbag 
304846131874127873,Politics,team leaders of the  participating countries bangladesh china india and myanmar bcim 
306475990668959744,Sports,who will come out on top at the nou camp who is going up or down in the football league tweet us via bbcfootball or text  uk only
292598483452583937,Sports,  lynn into the attack now coulternile might go after the parttimer bbl bigfinals
303365244233842688,Sports,thanks for  memorable years sapopentennis heres our tribute to you  atp
125182199732506624,Sports,sorry for the long absence tweeting will begin regularly as from this evening
306713530621624320,Politics,dr rajan we believe that conditions are in place for turnaround of the economy
306502569008721920,Sports,spl ht aberdeen  ross county 
283861410373570560,Politics, december  nelsonmandela is allowed to spend the day with a kathrada w sisulu a mlangeni and r mhlaba at pollsmoor prison
304275668655562752,Politics,rt statedept seckerry it is hard to tell the leadership of any number of countries they must resolve their economic issues if we don 
304273770317766656,Politics,seckerry statedept is helping brave people build a better more democratic future humanrightsgov
286889710595485697,Politics,the th congress by the numbers  out with the old in with the new the new year brings a new congress to u 
305552342030360576,Sports,in our first episode of go figure stats maestros s rajesh and andy zaltzman decode the number   
295522466636386304,Sports,djokovic blown away by the number of serbian fans watching from garden square tonight ausopen peat 
300076337291476992,Sports,watch fridays rafaelnadal highlights from vtropen  atp
305130940567527424,Sports,dsadan glad youve managed to find it
273803154263519232,Politics,vladimir putin to go on a working visit to turkey on dec  
36272927968067584,Sports,cyclingtips ok mate not sure i swallow it but thanks for the reply either way big fan of  of what you write 
301467706773884928,Sports, weeks as world no amp  career titles later wheelchair player esther vergeer announces her retirement from tennis champion
306833861571133440,Sports,rt espnmondaynight geno smiths draw play of coach gruden at qb camp filming gt 
306441079706763264,Politics,rt pmoindia video backstage with pm at indian air force exercise iron fist   
285838744374870017,Politics,happy new year 
303197355669344256,Sports,rt mickeyarthur congratulations to the southernstarsgreat result and we are all very proud of your performance
304331122286940160,Politics,players like jermaine jones introduce more us fans to the beautiful game  football sportsdiplomacy
299738633454379008,Politics,surajkund international crafts fair now on in india afghan craftsmen participate and display their talent 
26533048266788864,Sports,good to see bing lee back in the aussie side too reminds me of when we were good ashes odi
306325014871961600,Politics,railway budget next gen eticketing system to be rolled outwill handle  tktsmin as of  now
306152123102531587,Sports,head to fedsquare from today meet our team learn about the world of f technology amp buy your tix to the big race 
291517171895521282,Sports,out marsh is out what an innings  off  needed out for  off  mr cricket to the middle bbl bigfinals
303971354322014210,Politics,use theydeserveavote to share why you think its time for congress to protect our kids and communities by reducing gun violence
305947301543809024,Sports,st test over   run m clarke  d warner  aus  indvaus  bcci
302940872520134657,Sports,nz put england into bat in st odi how rusty will englands top order be comms here  nzveng
303852082383974400,Politics,in  hour join combating postharvest loss the fight against global hunger webcast watch live at  keepwhatureap
268802732767465472,Politics,pres obama general petraeus had an extraordinary career he served this country with great distinction item powe
306048510493601793,Politics,after a grand reception at the silchar stadium we are now heading for dinner will be calling it a day soon early start tomorrow bcim
295566866284417024,Sports,holtermedia see ya next year petey 
305376938174849024,Politics,firaism hi sorry was in mumbai the day of the blasts not aware of this
265919599407661057,Politics,we canut afford four more years like the last vote today to ensure that the future will be better than the past 
292611930156326913,Sports,chris lynn from the heatbbl awarded the kfc t big bash young gun of the year bbl bigfinals
305119476968480768,Sports,we can expect boundaries aplenty at eden park today given the dimensions of the ground new zealands innings is about to begin nzveng
305211556663283712,Sports,aaronfinch johnhastings cuttsy follow the live blog boys 
305919541161107456,Sports,st test over   runs e cowan  s watson  aus  indvaus  bcci
304734341039288320,Sports,rafael benitez reflects on tonights game  cfc
302369771981262848,Sports,from a few years ago now but this guardiansport article looked at the manager of the month curse 
302109445922635776,Politics,fact obamas plan would slash our reliance on foreign oil create jobs and cut energy costs by doubling clean energy production jobsnow
296587285082824705,Politics,prime ministers questions starts in  minutes watch live at  pmqs
303408265537126400,Sports,australia spun out for  and forced to followon in the tour game in chennai 
305934380231192576,Sports,st test over   run d warner  e cowan  aus  indvaus  bcci
304979538927046656,Politics,if we save even one life from gun violence its worth it tell congress wedemandavote  
305033739002580992,Sports,make sure you tune in to socceram tomorrow as theyll be revealing the top  contenders for our mitresports goal of the year flawards
300547684236918784,Sports,gbfedcup watson gets off to the perfect start in the decider breaking for 
306713008615325696,Politics,dr rajan on cad how much we take and how we finance it are important
305958136165040129,Politics,watch young people take meps roles during euroscola in pestrasbourg starts at am cet 
303875827781754882,Sports,rt ricoharena tickets still available for the davis cup here on the th th and th april visit  for more inform 
294380487537991681,Politics,rt helloindiafrica davos indiafrica business venture contest winners interact with leading decision makers at indiaadda davos 
303635836191272960,Politics,if youve seen how gun violence can rip apart a community share your story to show congress nowisthetime to act 
305584389688016897,Politics,rt pmoindia pm at hyderabad i am here to stand in solidarity with the people of the city we should maintain peace and calm  
306473156003127296,Politics,these cuts are wrong theyure not smart theyure not fair theyure a selfinflicted wound that doesnt have to happen jobsovercuts
290034471191855104,Politics,bhoomi poojan for installation of cctvs at metal amp stainless steel bazaar cp tank mumbai spent rs l from mplads 
293163602091835392,Sports,uci feel much more comfortable with my ranking and myselfud andreas seppi reveals to deuce read why  atp tennis
304629847576162304,Sports,rt sagarrk shashitharoor uehyderabadblasts needs abve blood for  farida  narayana hrudayalaya suraram jeedimetla call   
306602646633062401,Sports,formulaone looking good not long now
250279142090739712,Politics,we dont need any more slogans what we need is leadership 
302212537166991361,Sports,lukeydonald what type of tix are you trying to buy amp whats happening when you try please maybe try foxtix website 
301971036008755200,Politics,prof thomas on the food bill within the limitations of foodgrain production and financial burden we have brought out a good bill
301697399859077120,Politics,no need to search any longer find all europarltv videos on youtube overview on our facebook page 
305900767573835778,Sports,gbhimani could well be
